image,class
v_Rafting_g21_c04.avi_frame4.jpg,Rafting
v_Billiards_g24_c01.avi_frame8.jpg,Billiards
v_PlayingFlute_g15_c07.avi_frame15.jpg,PlayingFlute
v_RockClimbingIndoor_g17_c02.avi_frame2.jpg,RockClimbingIndoor
v_PlayingGuitar_g11_c04.avi_frame2.jpg,PlayingGuitar
v_SkateBoarding_g21_c02.avi_frame3.jpg,SkateBoarding
v_BasketballDunk_g24_c05.avi_frame0.jpg,BasketballDunk
v_IceDancing_g16_c02.avi_frame9.jpg,IceDancing
v_FloorGymnastics_g15_c06.avi_frame4.jpg,FloorGymnastics
v_YoYo_g17_c01.avi_frame7.jpg,YoYo
v_CleanAndJerk_g11_c01.avi_frame7.jpg,CleanAndJerk
v_HorseRace_g16_c04.avi_frame10.jpg,HorseRace
v_FrontCrawl_g16_c04.avi_frame1.jpg,FrontCrawl
v_WallPushups_g16_c03.avi_frame5.jpg,WallPushups
v_BlowDryHair_g22_c02.avi_frame0.jpg,BlowDryHair
v_HorseRace_g20_c05.avi_frame3.jpg,HorseRace
v_Swing_g21_c02.avi_frame5.jpg,Swing
v_BrushingTeeth_g25_c07.avi_frame3.jpg,BrushingTeeth
v_ParallelBars_g16_c02.avi_frame0.jpg,ParallelBars
v_SkyDiving_g24_c04.avi_frame2.jpg,SkyDiving
v_Drumming_g20_c01.avi_frame9.jpg,Drumming
v_MoppingFloor_g09_c01.avi_frame7.jpg,MoppingFloor
v_Kayaking_g15_c04.avi_frame5.jpg,Kayaking
v_PlayingTabla_g16_c04.avi_frame4.jpg,PlayingTabla
v_BlowDryHair_g09_c04.avi_frame14.jpg,BlowDryHair
v_HorseRace_g08_c04.avi_frame0.jpg,HorseRace
v_HammerThrow_g22_c06.avi_frame2.jpg,HammerThrow
v_PlayingDaf_g13_c01.avi_frame1.jpg,PlayingDaf
v_Punch_g11_c06.avi_frame0.jpg,Punch
v_RopeClimbing_g11_c03.avi_frame2.jpg,RopeClimbing
v_SkyDiving_g13_c02.avi_frame4.jpg,SkyDiving
v_Typing_g24_c03.avi_frame11.jpg,Typing
v_RockClimbingIndoor_g20_c05.avi_frame6.jpg,RockClimbingIndoor
v_PommelHorse_g17_c03.avi_frame0.jpg,PommelHorse
v_PizzaTossing_g11_c01.avi_frame2.jpg,PizzaTossing
v_PommelHorse_g13_c04.avi_frame1.jpg,PommelHorse
v_TennisSwing_g10_c05.avi_frame3.jpg,TennisSwing
v_HeadMassage_g23_c06.avi_frame5.jpg,HeadMassage
v_Punch_g19_c03.avi_frame9.jpg,Punch
v_Punch_g12_c04.avi_frame10.jpg,Punch
v_SoccerJuggling_g19_c01.avi_frame6.jpg,SoccerJuggling
v_CuttingInKitchen_g25_c03.avi_frame4.jpg,CuttingInKitchen
v_RockClimbingIndoor_g21_c07.avi_frame3.jpg,RockClimbingIndoor
v_ApplyLipstick_g11_c04.avi_frame1.jpg,ApplyLipstick
v_Drumming_g20_c04.avi_frame0.jpg,Drumming
v_PlayingViolin_g14_c02.avi_frame5.jpg,PlayingViolin
v_CleanAndJerk_g19_c04.avi_frame5.jpg,CleanAndJerk
v_JugglingBalls_g13_c01.avi_frame7.jpg,JugglingBalls
v_PlayingDhol_g20_c02.avi_frame6.jpg,PlayingDhol
v_PommelHorse_g17_c01.avi_frame7.jpg,PommelHorse
v_StillRings_g12_c03.avi_frame3.jpg,StillRings
v_BrushingTeeth_g19_c03.avi_frame16.jpg,BrushingTeeth
v_MoppingFloor_g18_c03.avi_frame4.jpg,MoppingFloor
v_JumpRope_g09_c01.avi_frame15.jpg,JumpRope
v_Bowling_g21_c01.avi_frame2.jpg,Bowling
v_PlayingSitar_g17_c02.avi_frame4.jpg,PlayingSitar
v_Typing_g22_c02.avi_frame5.jpg,Typing
v_HandstandWalking_g23_c03.avi_frame7.jpg,HandstandWalking
v_Surfing_g12_c03.avi_frame5.jpg,Surfing
v_Surfing_g09_c04.avi_frame1.jpg,Surfing
v_JumpRope_g24_c03.avi_frame4.jpg,JumpRope
v_HandstandWalking_g24_c06.avi_frame1.jpg,HandstandWalking
v_BandMarching_g19_c03.avi_frame5.jpg,BandMarching
v_PizzaTossing_g22_c04.avi_frame3.jpg,PizzaTossing
v_FrisbeeCatch_g18_c05.avi_frame3.jpg,FrisbeeCatch
v_Lunges_g16_c04.avi_frame8.jpg,Lunges
v_SoccerJuggling_g23_c01.avi_frame3.jpg,SoccerJuggling
v_SoccerPenalty_g18_c03.avi_frame0.jpg,SoccerPenalty
v_SoccerJuggling_g09_c06.avi_frame3.jpg,SoccerJuggling
v_BrushingTeeth_g10_c02.avi_frame0.jpg,BrushingTeeth
v_Lunges_g22_c03.avi_frame4.jpg,Lunges
v_ApplyEyeMakeup_g08_c04.avi_frame7.jpg,ApplyEyeMakeup
v_Fencing_g20_c03.avi_frame0.jpg,Fencing
v_Rafting_g08_c06.avi_frame9.jpg,Rafting
v_Skiing_g14_c01.avi_frame5.jpg,Skiing
v_HeadMassage_g23_c03.avi_frame3.jpg,HeadMassage
v_HeadMassage_g12_c05.avi_frame4.jpg,HeadMassage
v_WalkingWithDog_g17_c05.avi_frame5.jpg,WalkingWithDog
v_Surfing_g12_c05.avi_frame3.jpg,Surfing
v_Rowing_g15_c03.avi_frame25.jpg,Rowing
v_Fencing_g10_c03.avi_frame5.jpg,Fencing
v_PlayingViolin_g16_c01.avi_frame1.jpg,PlayingViolin
v_PoleVault_g20_c02.avi_frame2.jpg,PoleVault
v_PlayingDaf_g08_c06.avi_frame3.jpg,PlayingDaf
v_Lunges_g13_c02.avi_frame5.jpg,Lunges
v_PlayingDhol_g09_c06.avi_frame6.jpg,PlayingDhol
v_JumpRope_g08_c07.avi_frame5.jpg,JumpRope
v_BrushingTeeth_g18_c07.avi_frame0.jpg,BrushingTeeth
v_SoccerJuggling_g18_c01.avi_frame10.jpg,SoccerJuggling
v_Surfing_g11_c02.avi_frame6.jpg,Surfing
v_ThrowDiscus_g25_c03.avi_frame1.jpg,ThrowDiscus
v_Haircut_g22_c02.avi_frame1.jpg,Haircut
v_JumpingJack_g15_c03.avi_frame0.jpg,JumpingJack
v_HighJump_g10_c02.avi_frame1.jpg,HighJump
v_WritingOnBoard_g10_c07.avi_frame9.jpg,WritingOnBoard
v_SalsaSpin_g20_c04.avi_frame1.jpg,SalsaSpin
v_Haircut_g24_c02.avi_frame3.jpg,Haircut
v_CuttingInKitchen_g20_c01.avi_frame8.jpg,CuttingInKitchen
v_Rowing_g12_c05.avi_frame2.jpg,Rowing
v_RockClimbingIndoor_g14_c01.avi_frame12.jpg,RockClimbingIndoor
v_Drumming_g20_c02.avi_frame10.jpg,Drumming
v_PlayingDaf_g20_c01.avi_frame5.jpg,PlayingDaf
v_SoccerJuggling_g14_c05.avi_frame5.jpg,SoccerJuggling
v_PlayingDhol_g25_c04.avi_frame0.jpg,PlayingDhol
v_HandStandPushups_g18_c03.avi_frame0.jpg,HandStandPushups
v_RockClimbingIndoor_g20_c02.avi_frame13.jpg,RockClimbingIndoor
v_YoYo_g25_c04.avi_frame3.jpg,YoYo
v_PlayingTabla_g17_c04.avi_frame1.jpg,PlayingTabla
v_Basketball_g22_c03.avi_frame4.jpg,Basketball
v_CricketShot_g19_c05.avi_frame3.jpg,CricketShot
v_GolfSwing_g19_c03.avi_frame2.jpg,GolfSwing
v_TableTennisShot_g16_c02.avi_frame5.jpg,TableTennisShot
v_BandMarching_g15_c05.avi_frame7.jpg,BandMarching
v_PushUps_g15_c02.avi_frame3.jpg,PushUps
v_StillRings_g14_c01.avi_frame4.jpg,StillRings
v_GolfSwing_g25_c01.avi_frame2.jpg,GolfSwing
v_BrushingTeeth_g23_c04.avi_frame6.jpg,BrushingTeeth
v_Fencing_g10_c04.avi_frame3.jpg,Fencing
v_BandMarching_g24_c03.avi_frame5.jpg,BandMarching
v_Rafting_g12_c01.avi_frame5.jpg,Rafting
v_SoccerJuggling_g22_c07.avi_frame3.jpg,SoccerJuggling
v_Archery_g18_c05.avi_frame3.jpg,Archery
v_WalkingWithDog_g25_c03.avi_frame3.jpg,WalkingWithDog
v_Billiards_g11_c01.avi_frame0.jpg,Billiards
v_RockClimbingIndoor_g25_c04.avi_frame11.jpg,RockClimbingIndoor
v_Mixing_g12_c01.avi_frame4.jpg,Mixing
v_ThrowDiscus_g12_c05.avi_frame3.jpg,ThrowDiscus
v_BlowDryHair_g21_c04.avi_frame0.jpg,BlowDryHair
v_TennisSwing_g10_c02.avi_frame4.jpg,TennisSwing
v_Swing_g14_c02.avi_frame4.jpg,Swing
v_HammerThrow_g20_c05.avi_frame6.jpg,HammerThrow
v_PlayingDaf_g21_c03.avi_frame0.jpg,PlayingDaf
v_SkateBoarding_g20_c05.avi_frame2.jpg,SkateBoarding
v_WalkingWithDog_g11_c02.avi_frame4.jpg,WalkingWithDog
v_WallPushups_g17_c06.avi_frame1.jpg,WallPushups
v_SoccerJuggling_g10_c04.avi_frame3.jpg,SoccerJuggling
v_Kayaking_g16_c04.avi_frame0.jpg,Kayaking
v_UnevenBars_g14_c02.avi_frame1.jpg,UnevenBars
v_Shotput_g11_c01.avi_frame0.jpg,Shotput
v_HorseRiding_g25_c06.avi_frame6.jpg,HorseRiding
v_FieldHockeyPenalty_g10_c07.avi_frame5.jpg,FieldHockeyPenalty
v_StillRings_g10_c03.avi_frame4.jpg,StillRings
v_PlayingFlute_g09_c03.avi_frame3.jpg,PlayingFlute
v_BodyWeightSquats_g19_c02.avi_frame3.jpg,BodyWeightSquats
v_Diving_g22_c01.avi_frame0.jpg,Diving
v_BrushingTeeth_g16_c02.avi_frame4.jpg,BrushingTeeth
v_Knitting_g12_c01.avi_frame2.jpg,Knitting
v_BlowDryHair_g08_c03.avi_frame17.jpg,BlowDryHair
v_Drumming_g19_c03.avi_frame2.jpg,Drumming
v_Drumming_g17_c01.avi_frame10.jpg,Drumming
v_FieldHockeyPenalty_g24_c01.avi_frame3.jpg,FieldHockeyPenalty
v_RockClimbingIndoor_g22_c07.avi_frame4.jpg,RockClimbingIndoor
v_BrushingTeeth_g15_c01.avi_frame1.jpg,BrushingTeeth
v_VolleyballSpiking_g10_c03.avi_frame3.jpg,VolleyballSpiking
v_HammerThrow_g22_c04.avi_frame4.jpg,HammerThrow
v_HorseRiding_g24_c03.avi_frame3.jpg,HorseRiding
v_PlayingSitar_g18_c02.avi_frame17.jpg,PlayingSitar
v_BenchPress_g08_c01.avi_frame1.jpg,BenchPress
v_Kayaking_g21_c06.avi_frame3.jpg,Kayaking
v_Drumming_g19_c02.avi_frame2.jpg,Drumming
v_WritingOnBoard_g09_c01.avi_frame4.jpg,WritingOnBoard
v_TableTennisShot_g23_c03.avi_frame10.jpg,TableTennisShot
v_WritingOnBoard_g08_c02.avi_frame2.jpg,WritingOnBoard
v_HammerThrow_g17_c01.avi_frame0.jpg,HammerThrow
v_UnevenBars_g11_c03.avi_frame0.jpg,UnevenBars
v_ApplyEyeMakeup_g18_c03.avi_frame0.jpg,ApplyEyeMakeup
v_JugglingBalls_g17_c03.avi_frame4.jpg,JugglingBalls
v_ApplyEyeMakeup_g24_c04.avi_frame7.jpg,ApplyEyeMakeup
v_JumpingJack_g14_c02.avi_frame2.jpg,JumpingJack
v_Billiards_g17_c04.avi_frame11.jpg,Billiards
v_PommelHorse_g24_c02.avi_frame7.jpg,PommelHorse
v_Billiards_g25_c06.avi_frame9.jpg,Billiards
v_BabyCrawling_g18_c01.avi_frame1.jpg,BabyCrawling
v_YoYo_g16_c06.avi_frame2.jpg,YoYo
v_Rowing_g16_c04.avi_frame0.jpg,Rowing
v_PlayingSitar_g08_c04.avi_frame17.jpg,PlayingSitar
v_FrontCrawl_g23_c01.avi_frame3.jpg,FrontCrawl
v_TaiChi_g12_c02.avi_frame7.jpg,TaiChi
v_Rafting_g13_c04.avi_frame2.jpg,Rafting
v_Swing_g11_c06.avi_frame7.jpg,Swing
v_UnevenBars_g14_c02.avi_frame0.jpg,UnevenBars
v_JugglingBalls_g14_c04.avi_frame5.jpg,JugglingBalls
v_JumpRope_g08_c04.avi_frame4.jpg,JumpRope
v_Swing_g18_c01.avi_frame13.jpg,Swing
v_StillRings_g10_c03.avi_frame0.jpg,StillRings
v_SkyDiving_g14_c01.avi_frame6.jpg,SkyDiving
v_BlowingCandles_g13_c02.avi_frame3.jpg,BlowingCandles
v_Basketball_g18_c04.avi_frame0.jpg,Basketball
v_PizzaTossing_g23_c02.avi_frame5.jpg,PizzaTossing
v_Knitting_g18_c02.avi_frame2.jpg,Knitting
v_HeadMassage_g08_c02.avi_frame3.jpg,HeadMassage
v_PlayingCello_g24_c01.avi_frame12.jpg,PlayingCello
v_JumpRope_g09_c03.avi_frame3.jpg,JumpRope
v_ShavingBeard_g15_c05.avi_frame6.jpg,ShavingBeard
v_Basketball_g25_c01.avi_frame0.jpg,Basketball
v_RockClimbingIndoor_g10_c02.avi_frame9.jpg,RockClimbingIndoor
v_HammerThrow_g19_c03.avi_frame3.jpg,HammerThrow
v_PlayingFlute_g17_c03.avi_frame7.jpg,PlayingFlute
v_Hammering_g14_c06.avi_frame0.jpg,Hammering
v_PlayingSitar_g08_c02.avi_frame13.jpg,PlayingSitar
v_Bowling_g10_c07.avi_frame1.jpg,Bowling
v_PlayingPiano_g09_c04.avi_frame7.jpg,PlayingPiano
v_ApplyLipstick_g21_c02.avi_frame4.jpg,ApplyLipstick
v_HorseRiding_g15_c02.avi_frame4.jpg,HorseRiding
v_SoccerPenalty_g23_c06.avi_frame4.jpg,SoccerPenalty
v_HorseRiding_g23_c04.avi_frame1.jpg,HorseRiding
v_BrushingTeeth_g25_c04.avi_frame3.jpg,BrushingTeeth
v_TaiChi_g16_c01.avi_frame4.jpg,TaiChi
v_Kayaking_g18_c02.avi_frame7.jpg,Kayaking
v_RockClimbingIndoor_g24_c01.avi_frame17.jpg,RockClimbingIndoor
v_WritingOnBoard_g20_c02.avi_frame3.jpg,WritingOnBoard
v_PlayingSitar_g23_c05.avi_frame6.jpg,PlayingSitar
v_BlowDryHair_g11_c01.avi_frame4.jpg,BlowDryHair
v_PushUps_g15_c03.avi_frame0.jpg,PushUps
v_JavelinThrow_g19_c04.avi_frame3.jpg,JavelinThrow
v_PlayingCello_g09_c04.avi_frame10.jpg,PlayingCello
v_BenchPress_g18_c04.avi_frame2.jpg,BenchPress
v_BandMarching_g15_c05.avi_frame8.jpg,BandMarching
v_HorseRiding_g25_c03.avi_frame3.jpg,HorseRiding
v_JumpRope_g19_c04.avi_frame15.jpg,JumpRope
v_BreastStroke_g13_c04.avi_frame0.jpg,BreastStroke
v_Haircut_g19_c01.avi_frame5.jpg,Haircut
v_MilitaryParade_g14_c01.avi_frame1.jpg,MilitaryParade
v_MilitaryParade_g25_c02.avi_frame1.jpg,MilitaryParade
v_PlayingFlute_g23_c04.avi_frame10.jpg,PlayingFlute
v_Kayaking_g13_c02.avi_frame1.jpg,Kayaking
v_Haircut_g22_c07.avi_frame5.jpg,Haircut
v_JugglingBalls_g09_c06.avi_frame7.jpg,JugglingBalls
v_Nunchucks_g15_c04.avi_frame11.jpg,Nunchucks
v_PlayingFlute_g15_c03.avi_frame9.jpg,PlayingFlute
v_Fencing_g21_c04.avi_frame2.jpg,Fencing
v_ApplyLipstick_g21_c04.avi_frame0.jpg,ApplyLipstick
v_TableTennisShot_g10_c02.avi_frame5.jpg,TableTennisShot
v_Bowling_g08_c03.avi_frame0.jpg,Bowling
v_BrushingTeeth_g23_c03.avi_frame1.jpg,BrushingTeeth
v_Biking_g13_c05.avi_frame2.jpg,Biking
v_HulaHoop_g25_c04.avi_frame1.jpg,HulaHoop
v_BandMarching_g23_c02.avi_frame11.jpg,BandMarching
v_Biking_g18_c06.avi_frame1.jpg,Biking
v_Punch_g17_c02.avi_frame9.jpg,Punch
v_Shotput_g19_c04.avi_frame3.jpg,Shotput
v_PullUps_g18_c02.avi_frame4.jpg,PullUps
v_PlayingSitar_g19_c03.avi_frame3.jpg,PlayingSitar
v_Knitting_g21_c03.avi_frame9.jpg,Knitting
v_RockClimbingIndoor_g21_c06.avi_frame13.jpg,RockClimbingIndoor
v_Lunges_g10_c03.avi_frame0.jpg,Lunges
v_JugglingBalls_g12_c02.avi_frame7.jpg,JugglingBalls
v_Punch_g23_c06.avi_frame3.jpg,Punch
v_BrushingTeeth_g11_c01.avi_frame6.jpg,BrushingTeeth
v_Biking_g17_c02.avi_frame5.jpg,Biking
v_Nunchucks_g17_c02.avi_frame2.jpg,Nunchucks
v_Nunchucks_g17_c02.avi_frame9.jpg,Nunchucks
v_CleanAndJerk_g14_c05.avi_frame3.jpg,CleanAndJerk
v_Knitting_g09_c01.avi_frame5.jpg,Knitting
v_Hammering_g13_c03.avi_frame1.jpg,Hammering
v_PlayingViolin_g14_c03.avi_frame5.jpg,PlayingViolin
v_FloorGymnastics_g18_c05.avi_frame0.jpg,FloorGymnastics
v_BalanceBeam_g23_c04.avi_frame1.jpg,BalanceBeam
v_Kayaking_g17_c04.avi_frame7.jpg,Kayaking
v_Skiing_g11_c04.avi_frame11.jpg,Skiing
v_BandMarching_g21_c01.avi_frame7.jpg,BandMarching
v_PlayingDaf_g15_c03.avi_frame4.jpg,PlayingDaf
v_BandMarching_g11_c01.avi_frame8.jpg,BandMarching
v_VolleyballSpiking_g18_c01.avi_frame3.jpg,VolleyballSpiking
v_Punch_g25_c06.avi_frame4.jpg,Punch
v_BaseballPitch_g16_c04.avi_frame1.jpg,BaseballPitch
v_BrushingTeeth_g22_c02.avi_frame4.jpg,BrushingTeeth
v_WritingOnBoard_g25_c01.avi_frame3.jpg,WritingOnBoard
v_TableTennisShot_g18_c02.avi_frame4.jpg,TableTennisShot
v_Bowling_g20_c02.avi_frame3.jpg,Bowling
v_Typing_g20_c01.avi_frame1.jpg,Typing
v_Skiing_g16_c05.avi_frame4.jpg,Skiing
v_BandMarching_g14_c03.avi_frame3.jpg,BandMarching
v_Haircut_g19_c05.avi_frame3.jpg,Haircut
v_WalkingWithDog_g25_c03.avi_frame5.jpg,WalkingWithDog
v_Kayaking_g20_c07.avi_frame3.jpg,Kayaking
v_Shotput_g09_c03.avi_frame3.jpg,Shotput
v_BandMarching_g21_c01.avi_frame11.jpg,BandMarching
v_Skiing_g21_c03.avi_frame5.jpg,Skiing
v_WritingOnBoard_g14_c02.avi_frame1.jpg,WritingOnBoard
v_PlayingViolin_g23_c02.avi_frame1.jpg,PlayingViolin
v_Biking_g14_c02.avi_frame1.jpg,Biking
v_JugglingBalls_g12_c05.avi_frame7.jpg,JugglingBalls
v_ApplyLipstick_g11_c02.avi_frame5.jpg,ApplyLipstick
v_FrontCrawl_g19_c04.avi_frame0.jpg,FrontCrawl
v_PommelHorse_g20_c07.avi_frame4.jpg,PommelHorse
v_BabyCrawling_g24_c01.avi_frame0.jpg,BabyCrawling
v_Lunges_g25_c02.avi_frame0.jpg,Lunges
v_WalkingWithDog_g08_c03.avi_frame7.jpg,WalkingWithDog
v_PlayingSitar_g24_c06.avi_frame4.jpg,PlayingSitar
v_JugglingBalls_g12_c02.avi_frame8.jpg,JugglingBalls
v_WallPushups_g16_c02.avi_frame4.jpg,WallPushups
v_HandstandWalking_g24_c02.avi_frame12.jpg,HandstandWalking
v_Punch_g10_c04.avi_frame0.jpg,Punch
v_WalkingWithDog_g16_c04.avi_frame4.jpg,WalkingWithDog
v_ShavingBeard_g21_c05.avi_frame2.jpg,ShavingBeard
v_PlayingFlute_g23_c04.avi_frame2.jpg,PlayingFlute
v_Drumming_g08_c01.avi_frame4.jpg,Drumming
v_BlowDryHair_g17_c05.avi_frame4.jpg,BlowDryHair
v_Rowing_g23_c04.avi_frame4.jpg,Rowing
v_Nunchucks_g08_c06.avi_frame1.jpg,Nunchucks
v_JavelinThrow_g11_c01.avi_frame5.jpg,JavelinThrow
v_PullUps_g17_c03.avi_frame2.jpg,PullUps
v_YoYo_g09_c06.avi_frame0.jpg,YoYo
v_BandMarching_g18_c01.avi_frame4.jpg,BandMarching
v_HorseRace_g24_c02.avi_frame1.jpg,HorseRace
v_CliffDiving_g25_c02.avi_frame2.jpg,CliffDiving
v_TableTennisShot_g23_c05.avi_frame2.jpg,TableTennisShot
v_SoccerJuggling_g24_c07.avi_frame5.jpg,SoccerJuggling
v_BabyCrawling_g20_c06.avi_frame5.jpg,BabyCrawling
v_JumpRope_g24_c07.avi_frame15.jpg,JumpRope
v_Shotput_g22_c01.avi_frame0.jpg,Shotput
v_BlowDryHair_g23_c04.avi_frame2.jpg,BlowDryHair
v_Rafting_g23_c04.avi_frame5.jpg,Rafting
v_TaiChi_g14_c03.avi_frame1.jpg,TaiChi
v_BasketballDunk_g10_c05.avi_frame3.jpg,BasketballDunk
v_Punch_g14_c05.avi_frame0.jpg,Punch
v_JugglingBalls_g19_c04.avi_frame7.jpg,JugglingBalls
v_Kayaking_g24_c06.avi_frame2.jpg,Kayaking
v_Punch_g22_c05.avi_frame11.jpg,Punch
v_FrisbeeCatch_g10_c06.avi_frame0.jpg,FrisbeeCatch
v_YoYo_g18_c01.avi_frame6.jpg,YoYo
v_PommelHorse_g22_c03.avi_frame7.jpg,PommelHorse
v_SkyDiving_g25_c04.avi_frame1.jpg,SkyDiving
v_PlayingDhol_g22_c03.avi_frame10.jpg,PlayingDhol
v_SalsaSpin_g24_c02.avi_frame3.jpg,SalsaSpin
v_Rowing_g09_c02.avi_frame2.jpg,Rowing
v_MilitaryParade_g19_c02.avi_frame1.jpg,MilitaryParade
v_HorseRace_g08_c04.avi_frame1.jpg,HorseRace
v_SkyDiving_g09_c04.avi_frame3.jpg,SkyDiving
v_ApplyLipstick_g20_c05.avi_frame0.jpg,ApplyLipstick
v_WallPushups_g20_c06.avi_frame1.jpg,WallPushups
v_RockClimbingIndoor_g10_c06.avi_frame0.jpg,RockClimbingIndoor
v_Punch_g20_c03.avi_frame5.jpg,Punch
v_PlayingDhol_g08_c04.avi_frame4.jpg,PlayingDhol
v_Bowling_g24_c05.avi_frame1.jpg,Bowling
v_BaseballPitch_g13_c06.avi_frame1.jpg,BaseballPitch
v_Fencing_g19_c03.avi_frame0.jpg,Fencing
v_BrushingTeeth_g22_c04.avi_frame4.jpg,BrushingTeeth
v_PlayingFlute_g11_c01.avi_frame5.jpg,PlayingFlute
v_ShavingBeard_g10_c01.avi_frame5.jpg,ShavingBeard
v_BaseballPitch_g25_c01.avi_frame4.jpg,BaseballPitch
v_ApplyEyeMakeup_g09_c06.avi_frame2.jpg,ApplyEyeMakeup
v_Haircut_g08_c02.avi_frame5.jpg,Haircut
v_PlayingDhol_g14_c06.avi_frame6.jpg,PlayingDhol
v_RockClimbingIndoor_g10_c02.avi_frame7.jpg,RockClimbingIndoor
v_BodyWeightSquats_g17_c04.avi_frame3.jpg,BodyWeightSquats
v_ThrowDiscus_g15_c01.avi_frame1.jpg,ThrowDiscus
v_Rafting_g09_c02.avi_frame3.jpg,Rafting
v_PlayingDhol_g25_c01.avi_frame14.jpg,PlayingDhol
v_BoxingSpeedBag_g23_c04.avi_frame3.jpg,BoxingSpeedBag
v_BoxingPunchingBag_g21_c04.avi_frame2.jpg,BoxingPunchingBag
v_JumpRope_g21_c03.avi_frame7.jpg,JumpRope
v_SkyDiving_g14_c03.avi_frame8.jpg,SkyDiving
v_PlayingCello_g17_c04.avi_frame4.jpg,PlayingCello
v_PlayingDhol_g11_c04.avi_frame6.jpg,PlayingDhol
v_Skiing_g21_c05.avi_frame5.jpg,Skiing
v_Drumming_g17_c06.avi_frame4.jpg,Drumming
v_Knitting_g14_c05.avi_frame1.jpg,Knitting
v_ThrowDiscus_g21_c05.avi_frame1.jpg,ThrowDiscus
v_PlayingFlute_g23_c02.avi_frame10.jpg,PlayingFlute
v_PlayingFlute_g23_c06.avi_frame3.jpg,PlayingFlute
v_BlowDryHair_g22_c03.avi_frame5.jpg,BlowDryHair
v_Archery_g16_c04.avi_frame2.jpg,Archery
v_FrontCrawl_g11_c07.avi_frame8.jpg,FrontCrawl
v_Hammering_g12_c03.avi_frame1.jpg,Hammering
v_HeadMassage_g22_c04.avi_frame3.jpg,HeadMassage
v_PlayingGuitar_g15_c04.avi_frame0.jpg,PlayingGuitar
v_SalsaSpin_g14_c01.avi_frame4.jpg,SalsaSpin
v_Basketball_g13_c04.avi_frame2.jpg,Basketball
v_Punch_g11_c07.avi_frame10.jpg,Punch
v_JumpRope_g15_c01.avi_frame10.jpg,JumpRope
v_HorseRiding_g16_c01.avi_frame5.jpg,HorseRiding
v_MoppingFloor_g10_c04.avi_frame7.jpg,MoppingFloor
v_RopeClimbing_g15_c05.avi_frame4.jpg,RopeClimbing
v_BreastStroke_g16_c04.avi_frame2.jpg,BreastStroke
v_MoppingFloor_g11_c01.avi_frame1.jpg,MoppingFloor
v_BlowDryHair_g08_c06.avi_frame11.jpg,BlowDryHair
v_PlayingTabla_g21_c01.avi_frame0.jpg,PlayingTabla
v_JugglingBalls_g09_c02.avi_frame3.jpg,JugglingBalls
v_BoxingPunchingBag_g23_c03.avi_frame7.jpg,BoxingPunchingBag
v_Mixing_g19_c01.avi_frame3.jpg,Mixing
v_SumoWrestling_g11_c02.avi_frame9.jpg,SumoWrestling
v_Biking_g12_c04.avi_frame1.jpg,Biking
v_Rafting_g21_c04.avi_frame1.jpg,Rafting
v_TaiChi_g23_c02.avi_frame0.jpg,TaiChi
v_PommelHorse_g13_c04.avi_frame5.jpg,PommelHorse
v_TableTennisShot_g18_c03.avi_frame4.jpg,TableTennisShot
v_PlayingCello_g18_c05.avi_frame9.jpg,PlayingCello
v_FrontCrawl_g14_c04.avi_frame7.jpg,FrontCrawl
v_PizzaTossing_g18_c02.avi_frame3.jpg,PizzaTossing
v_GolfSwing_g23_c03.avi_frame1.jpg,GolfSwing
v_Billiards_g15_c05.avi_frame4.jpg,Billiards
v_Archery_g13_c06.avi_frame6.jpg,Archery
v_ThrowDiscus_g09_c03.avi_frame0.jpg,ThrowDiscus
v_PlayingPiano_g19_c01.avi_frame3.jpg,PlayingPiano
v_BreastStroke_g10_c04.avi_frame5.jpg,BreastStroke
v_Archery_g19_c01.avi_frame4.jpg,Archery
v_PommelHorse_g14_c02.avi_frame3.jpg,PommelHorse
v_FloorGymnastics_g15_c05.avi_frame6.jpg,FloorGymnastics
v_JumpRope_g17_c01.avi_frame5.jpg,JumpRope
v_PlayingTabla_g25_c02.avi_frame8.jpg,PlayingTabla
v_Drumming_g11_c02.avi_frame6.jpg,Drumming
v_PizzaTossing_g16_c03.avi_frame5.jpg,PizzaTossing
v_FloorGymnastics_g09_c03.avi_frame2.jpg,FloorGymnastics
v_ParallelBars_g18_c03.avi_frame4.jpg,ParallelBars
v_BlowingCandles_g17_c03.avi_frame0.jpg,BlowingCandles
v_RockClimbingIndoor_g08_c01.avi_frame9.jpg,RockClimbingIndoor
v_Diving_g20_c05.avi_frame3.jpg,Diving
v_HeadMassage_g08_c06.avi_frame6.jpg,HeadMassage
v_HorseRace_g11_c03.avi_frame4.jpg,HorseRace
v_BasketballDunk_g14_c02.avi_frame2.jpg,BasketballDunk
v_PlayingCello_g10_c05.avi_frame3.jpg,PlayingCello
v_GolfSwing_g25_c02.avi_frame2.jpg,GolfSwing
v_Drumming_g12_c03.avi_frame2.jpg,Drumming
v_TennisSwing_g08_c05.avi_frame4.jpg,TennisSwing
v_PlayingGuitar_g19_c07.avi_frame8.jpg,PlayingGuitar
v_FrontCrawl_g10_c05.avi_frame1.jpg,FrontCrawl
v_PlayingTabla_g24_c04.avi_frame6.jpg,PlayingTabla
v_SkateBoarding_g24_c05.avi_frame1.jpg,SkateBoarding
v_Kayaking_g23_c01.avi_frame7.jpg,Kayaking
v_BlowDryHair_g08_c05.avi_frame17.jpg,BlowDryHair
